text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"By providing easy access to the vast archive (130,000 photos have already uploaded just to break the electronic ground) Holocaust deniers will be easily be exposed as flat-earthers and disturbed conspiracy theorists.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,the vast archive,have uploaded,"130,000 photos"
It appears that only new photos will upload at this point.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,new photos,upload,
Your activities from HR2VP will upload to Strava in an instant.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,Your activities from HR2VP,will upload,to Strava
Simply drag the picture onto the email from your files and it will upload and appear at the top.,intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,you,drag,the picture
"When you've selected the image you want, it will upload to the site and appear below the reply/text box that you are creating and give you 2 choices: ",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,it,will upload,to the site
"If you want to spend your Saturday watching the entire run, the VODs will upload later to GDQ's YouTube channel, or you can jump to the 12:51:00 mark in this Twitch archive.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,the VODs,will upload,later to GDQ's YouTube channel
"YouTube's Content ID checks for copyrighted material as it's uploading, and analyzes the video's content, description, and metadata for "" Ad Suitability "" issues.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,YouTube's Content ID,"checks, analyzes","copyrighted material, the video's content, description, and metadata"
"The Lightning is shipping to customers now with a starting price of $39,974 before any options and fees.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,The Lightning,is shipping,"to customers now with a starting price of $39,974 before any options and fees"
OnePlus' budget phone is shipping with Android 11.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,OnePlus' budget phone,is shipping,with Android 11
Summer Is Tomorrow is shipping in from Dubai after finishing second in the Grade II UAE Derby.,intransitive,transitive,anticausative,causative,animate,animate,patient,agent,Summer Is Tomorrow,is shipping,in from Dubai
"The company is also rolling out hot-updates, so you can keep using an app even while an update for the very same app is downloading and installing in the background.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,The company,is rolling out,hot-updates
"The company is also rolling out hot-updates, so you can keep using an app even while an update for the very same app is downloading and installing in the background.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,The company,is rolling out,hot-updates
"While this is downloading and installing, you'll be able to use the new Xbox app to start tinkering with the settings.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,this,is downloading and installing,
"While this is downloading and installing, you'll be able to use the new Xbox app to start tinkering with the settings.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,this,is downloading and installing,
Click this and then unzip the file when it has downloaded.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,you (implied),"click, unzip","this, the file"
"Once the application has downloaded, run it. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the application,downloaded,
"When the file has downloaded, install it and choose' Join' from the initial screen.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the file,has downloaded,
"If the apps haven't downloaded yet, they show up as a gray icon in a circle.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the apps,downloaded,
You'll be prompted and Windows 11 will download to it.,intransitive,intransitive,anticausative,causative,inanimate,animate,patient,patient,You,"be prompted, will download",
"Once that's done, Steam will download to your machine, at which point you can login and start downloading games.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Steam,download,
"The update will download, and your iPhone will automatically restart once it's ready.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"The update, your iPhone","will download, will automatically restart",
"Changes to the name and logo will come via title updates that will download automatically,  the EA rep explained to Kotaku.",intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,the EA rep,explained,to Kotaku
This report will download for your use.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,This report,will download,
The game downloaded and installed in 50 seconds the first time and in 55 seconds on the second installation.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The game,downloaded and installed,
The game downloaded and installed in 50 seconds the first time and in 55 seconds on the second installation.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The game,downloaded and installed,
"As the games downloaded and appeared on my dashboard, I'd pop into them to see what was what.",intransitive,intransitive,anticausative,causative,inanimate,animate,patient,agent,I,pop into,them
A 2.9GB game downloaded in less than a minute.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,A 2.9GB game,downloaded,
The FX20 is expected to be shipping worldwide in the first half of 2022.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The FX20,is expected,
"Of course, this version won't be shipping with Flash Player.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,this version,be shipping,Flash Player
It will be shipping to customers from September 15.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,It,will be shipping,
The Nano-C98 will be shipping in November at $245 US.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Nano-C98,will be shipping,
"They'll be shipping in the next two to three weeks, so get your tickets now.",intransitive,intransitive,anticausative,causative,inanimate,animate,patient,agent,They,be shipping,
The game will install onto the PS5's hard drive and you'll be able to play it as long as the disc is in the system.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,The game,will install,onto the PS5's hard drive
Code Blocks will install and is ready to be used.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,Code Blocks,will install,
"What there is, is a BazarLoader executable file that will install instead.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,a BazarLoader executable file,will install,instead
Completed rides will automatically upload to all authorized third party accounts.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,Completed rides,upload,to all authorized third party accounts
The data will automatically download in the background while you play World of Warcraft or while you have the Launcher window open.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The data,download,
The new content will automatically download when you log-in to play the game.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The new content,download,
"But since then, I've been uploading pretty steadily onto like every internet platform.",intransitive,intransitive,causative,causative,animate,animate,agent,agent,I,have been uploading,
What was amazing to me was that librarians created a Google Doc requesting people to upload copies of materials they had used in the Jagger Library to create a digital repository and people have been uploading from around the world.,intransitive,transitive,causative,causative,animate,animate,agent,agent,librarians,created,a Google Doc
"We both got into NYU, and literally that first week of school, we got the microphone and shot that first video and have been uploading ever since.",intransitive,transitive,causative,causative,animate,animate,agent,agent,We,"got, shot, have been uploading","into NYU, the microphone, that first video"
"In the year that Anthony has been uploading to Citizen, he's filmed hundreds of these videos: 675 to be exact.",intransitive,transitive,causative,causative,animate,animate,agent,agent,Anthony,has been uploading,these videos
"After taking a much-needed break over the summer given that she'd been uploading on YouTube for roughly 11 years without pause, Nilsen says she wanted to try her hand at something that she's never done before, and will be crafting all of the candles by hand.",intransitive,transitive,causative,causative,animate,animate,agent,agent,Nilsen,will be crafting,all of the candles
One of the many ambiguities about P2P is that users are uploading as well.,intransitive,intransitive,causative,causative,animate,animate,agent,agent,users,are uploading,
"According to McMahon, 95% of the public pathology labs in the country are uploading into the My Health Record, which she said was another threefold increase over the last year for tests being uploaded.",intransitive,transitive,causative,causative,inanimate,inanimate,agent,agent,95% of the public pathology labs in the country,are uploading,into the My Health Record
"GoPro is uploading more often to its main YouTube channel, now with more than 2.2 million subscribers.",intransitive,transitive,causative,causative,inanimate,inanimate,agent,agent,GoPro,is uploading,more often to its main YouTube channel
But you co-own it with whatever platform you're uploading into.,intransitive,transitive,causative,causative,animate,animate,agent,agent,you,co-own,it
"Sadly, if you're uploading from iOS or Android, this limit is still applicable.",intransitive,intransitive,causative,causative,animate,animate,agent,agent,you,uploading,
"Want to stream 4K video, while someone else is using a data-hungry program that's uploading to the internet? Say no more.",intransitive,intransitive,causative,causative,inanimate,animate,agent,agent,you,want,to stream 4K video
Hopefully this photo is more clear - not sure why they're uploading blurry...,intransitive,intransitive,causative,causative,inanimate,inanimate,patient,patient,this photo,is,
"And at least initially, activities recorded with the Fitbit app on Wear watches will not upload to Google Fit.",intransitive,intransitive,causative,causative,inanimate,inanimate,patient,agent,activities,recorded,
It will not upload to comments if it is over that size.,intransitive,intransitive,causative,causative,inanimate,inanimate,patient,agent,It,upload,
"If you are trying to do a short sale in CA and you are not a Remax agent, the file will not upload to Equator.",intransitive,intransitive,causative,causative,inanimate,inanimate,patient,agent,the file,will not upload,
Elizabeth has been uploading one throwback bikini post a day since Jan.,transitive,transitive,causative,causative,animate,animate,agent,agent,Elizabeth,has been uploading,one throwback bikini post a day
"For about a year now, Herrod has been uploading videos about the pandemic and American politics.",transitive,transitive,causative,causative,animate,animate,agent,agent,Herrod,has been uploading,videos about the pandemic and American politics
Other opportunists have uploaded their own war forgeries to TikTok.,transitive,transitive,causative,causative,animate,animate,agent,agent,Other opportunists,have uploaded,their own war forgeries to TikTok
Sometimes people will upload a game before it's taken down after a year or so.,transitive,transitive,causative,causative,animate,animate,agent,agent,people,upload,a game
"However, it will upload each clip in its entirety.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,it,will upload,each clip
Neil Patrick Harris is uploading himself to The Matrix 4.,transitive,transitive,causative,causative,animate,animate,agent,agent,Neil Patrick Harris,is uploading,himself to The Matrix 4
The feature had installed itself automatically on the PS3.,transitive,intransitive,causative,anticausative,inanimate,inanimate,agent,patient,The feature,had installed,itself
"That is, you'll be offered the Creators Update through Windows Update sometime after the release goes public, when you accept the offer, the update will download itself and get installed on your PC(s).",transitive,transitive,causative,causative,inanimate,animate,agent,agent,you,"be offered, accept, download, get installed","the Creators Update, the offer, the update"
"The Health Security Agency said a total of 40 countries have uploaded 8,040 BA.2 sequences since Nov.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,The Health Security Agency,said,"a total of 40 countries have uploaded 8,040 BA.2 sequences since Nov."
"Other countries that have uploaded more than 100 samples are India (530), Sweden (181), and Singapore (127), the agency said.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,Other countries,have uploaded,more than 100 samples
"Since mid-November, more than three dozen countries have uploaded nearly 15,000 genetic sequences of BA.2 to GISAID, a global platform for sharing coronavirus data.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,more than three dozen countries,have uploaded,"nearly 15,000 genetic sequences of BA.2"
"As per data, between January 1 and 24, a total of 1,98,000 people have uploaded their test results of whom 4,397 are positive.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,"1,98,000 people",have uploaded,their test results
"The seller also claims that this is the "" one and only working Larrabee prototype in the world, "" and they appear to have uploaded a YouTube video showing the GPU installed in a desktop and running on Windows.",transitive,transitive,causative,causative,animate,animate,agent,agent,The seller,claims,"that this is the "" one and only working Larrabee prototype in the world, "" and they appear to have uploaded a YouTube video showing the GPU installed in a desktop and running on Windows"
"Many of her followers highlight her biracial background admiringly, calling her a "" biracial beauty, "" while others have uploaded tutorials on how to wear makeup to look more like Gu, with "" biracial vibes.",transitive,transitive,causative,causative,animate,animate,agent,agent,Many of her followers,"highlight, calling, have uploaded","her biracial background, her, tutorials"
"This meeting includes the landlord, the tenant and a court-trained mediator who makes sure both parties have uploaded the proper paperwork, and sees if they can work out a deal.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,This meeting,includes,"the landlord, the tenant and a court-trained mediator"
"According to Spotify, there are over 8 million artists on its platform, of which about 2.6 million have uploaded at least ten songs.",transitive,intransitive,causative,causative,animate,inanimate,agent,agent,Spotify,are,
"At the same time, Blizzard boss Mike Ybarra emailed staff saying they'll continue to require vaccination for at least the next few months and that about 80% of their employees in Irvine, Austin, and Albany have uploaded proof of vaccination.",transitive,transitive,causative,causative,animate,animate,agent,agent,Mike Ybarra,emailed,staff
"What they do seem to know is that doctors have uploaded almost 15,000 genetic sequences of BA.2 to a global COVID database shared by researchers around the world.",transitive,transitive,causative,causative,animate,animate,agent,agent,doctors,have uploaded,"almost 15,000 genetic sequences of BA.2"
Bristle will upload your test results to your online account.,transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,Bristle,will upload,your test results
That's when the Webb team will upload observations of galaxy mergers to a website for her and her colleagues to access.,transitive,transitive,causative,causative,animate,inanimate,agent,agent,the Webb team,will upload,observations of galaxy mergers
"Typically, Nucleus users will upload their own genetic results previously obtained by an at-home testing company like 23andMe or Ancestry.",transitive,transitive,causative,causative,animate,animate,agent,agent,Nucleus users,will upload,their own genetic results
Sometimes people will upload a game before it's taken down after a year or so.,transitive,transitive,causative,causative,animate,animate,agent,agent,people,upload,a game
"A lot of underground acts have these online haters, and they just will upload random songs and tag the artist, "" he says.",transitive,transitive,causative,causative,animate,animate,agent,agent,underground acts,"have, upload, tag","online haters, random songs, the artist"
"His bio stated he'd been uploading music since he was 11 and said he had "" net worth "" that was "" estimated at $100 thousand.",transitive,transitive,causative,causative,animate,animate,agent,agent,His bio,stated,"he'd been uploading music since he was 11 and said he had "" net worth "" that was "" estimated at $100 thousand"
They also claim they have the GTA VI source code and will upload it.,transitive,transitive,causative,causative,animate,animate,agent,agent,They,"claim, have, upload","they have the GTA VI source code, will upload it"
"They will upload a video, and two hours later they are swapping thumbnails.",transitive,transitive,causative,causative,animate,animate,agent,agent,They,"will upload, are swapping","a video, thumbnails"
"After collecting the data, volunteers will upload it to BioBase, which will generate a multilayered map.",transitive,transitive,causative,causative,animate,animate,agent,agent,volunteers,will upload,it
"And the way it works is that they will upload a hash to a common database, so basically a digital fingerprint, of that video that then platforms can run any uploads to their platform against.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,will upload,a hash
I will upload more footage from these walks on my YouTube channel.,transitive,transitive,causative,causative,animate,animate,agent,agent,I,will upload,more footage
The rapper had been uploading videos to TikTok since the end of last year.,transitive,transitive,causative,causative,animate,animate,agent,agent,The rapper,had been uploading,videos to TikTok
He's been uploading videos so students can stay caught up despite quarantine.,transitive,transitive,causative,causative,animate,animate,agent,agent,He,uploading,videos
"Once you've been uploading content regularly, you'll start to notice the trend on how each post performs.",transitive,transitive,causative,causative,animate,animate,agent,agent,you,notice,the trend on how each post performs
The cast members have also been uploading photos onto social media.,transitive,transitive,causative,causative,animate,animate,agent,agent,The cast members,have been uploading,photos
The parody videos that' Squid Game' viewers have been uploading are so fun.,transitive,transitive,causative,causative,animate,inanimate,agent,agent,The parody videos,have been uploading,'Squid Game' viewers
Some even think we will eventually upload ourselves into silicon brains or virtual worlds and escape our carbon bodies altogether.,transitive,transitive,causative,causative,animate,animate,agent,agent,we,will upload,ourselves into silicon brains or virtual worlds
