text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"When you've selected the image you want, it will upload to the site and appear below the reply/text box that you are creating and give you 2 choices: ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,upload,
"If you want to spend your Saturday watching the entire run, the VODs will upload later to GDQ's YouTube channel, or you can jump to the 12:51:00 mark in this Twitch archive.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,the VODs,upload,
"YouTube's Content ID checks for copyrighted material as it's uploading, and analyzes the video's content, description, and metadata for "" Ad Suitability "" issues.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,YouTube's Content ID,uploading,
"The Lightning is shipping to customers now with a starting price of $39,974 before any options and fees.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,The Lightning,shipping,
OnePlus' budget phone is shipping with Android 11.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,OnePlus' budget phone,is shipping,
Summer Is Tomorrow is shipping in from Dubai after finishing second in the Grade II UAE Derby.,intransitive,intransitive,anticausative,causative,animate,animate,patient,agent,Summer Is Tomorrow,shipping,
"The company is also rolling out hot-updates, so you can keep using an app even while an update for the very same app is downloading and installing in the background.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,an update for the very same app,downloading,
"The company is also rolling out hot-updates, so you can keep using an app even while an update for the very same app is downloading and installing in the background.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,an update for the very same app,installing,in the background
"While this is downloading and installing, you'll be able to use the new Xbox app to start tinkering with the settings.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,this,downloading,
"While this is downloading and installing, you'll be able to use the new Xbox app to start tinkering with the settings.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,this,installing,
Click this and then unzip the file when it has downloaded.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,patient,the file,downloaded,
"Once the application has downloaded, run it. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the application,downloaded,
"When the file has downloaded, install it and choose' Join' from the initial screen.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the file,downloaded,
"If the apps haven't downloaded yet, they show up as a gray icon in a circle.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the apps,downloaded,
You'll be prompted and Windows 11 will download to it.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,Windows 11,download,
"Once that's done, Steam will download to your machine, at which point you can login and start downloading games.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,Steam,download,
"The update will download, and your iPhone will automatically restart once it's ready.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The update,download,
"Changes to the name and logo will come via title updates that will download automatically,  the EA rep explained to Kotaku.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,patient,title updates,download,
This report will download for your use.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,This report,download,
The game downloaded and installed in 50 seconds the first time and in 55 seconds on the second installation.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The game,downloaded,
The game downloaded and installed in 50 seconds the first time and in 55 seconds on the second installation.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The game,installed,
"As the games downloaded and appeared on my dashboard, I'd pop into them to see what was what.",intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,I,downloaded,the games
A 2.9GB game downloaded in less than a minute.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,A 2.9GB game,downloaded,
The FX20 is expected to be shipping worldwide in the first half of 2022.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The FX20,shipping,
"Of course, this version won't be shipping with Flash Player.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,this version,shipping,
It will be shipping to customers from September 15.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,It,shipping,
The Nano-C98 will be shipping in November at $245 US.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The Nano-C98,shipping,
"They'll be shipping in the next two to three weeks, so get your tickets now.",intransitive,intransitive,anticausative,causative,inanimate,animate,patient,agent,They,shipping,
The game will install onto the PS5's hard drive and you'll be able to play it as long as the disc is in the system.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,The game,install,
Code Blocks will install and is ready to be used.,intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,Code Blocks,install,
"What there is, is a BazarLoader executable file that will install instead.",intransitive,intransitive,anticausative,causative,inanimate,inanimate,patient,agent,a BazarLoader executable file,install,
Completed rides will automatically upload to all authorized third party accounts.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,Completed rides,upload,to all authorized third party accounts
The data will automatically download in the background while you play World of Warcraft or while you have the Launcher window open.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The data,download,
The new content will automatically download when you log-in to play the game.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The new content,download,
"But since then, I've been uploading pretty steadily onto like every internet platform.",intransitive,intransitive,causative,causative,animate,animate,agent,agent,I,uploading,
What was amazing to me was that librarians created a Google Doc requesting people to upload copies of materials they had used in the Jagger Library to create a digital repository and people have been uploading from around the world.,intransitive,transitive,causative,causative,animate,animate,agent,agent,people,uploading,copies of materials
"We both got into NYU, and literally that first week of school, we got the microphone and shot that first video and have been uploading ever since.",intransitive,intransitive,causative,causative,animate,animate,agent,agent,we,uploading,
"In the year that Anthony has been uploading to Citizen, he's filmed hundreds of these videos: 675 to be exact.",intransitive,transitive,causative,causative,animate,animate,agent,agent,Anthony,uploading,to Citizen
"After taking a much-needed break over the summer given that she'd been uploading on YouTube for roughly 11 years without pause, Nilsen says she wanted to try her hand at something that she's never done before, and will be crafting all of the candles by hand.",intransitive,transitive,causative,causative,animate,animate,agent,agent,she,uploading,on YouTube
One of the many ambiguities about P2P is that users are uploading as well.,intransitive,intransitive,causative,causative,animate,animate,agent,agent,users,uploading,
"According to McMahon, 95% of the public pathology labs in the country are uploading into the My Health Record, which she said was another threefold increase over the last year for tests being uploaded.",intransitive,transitive,causative,causative,inanimate,inanimate,agent,agent,95% of the public pathology labs in the country,uploading,into the My Health Record
"GoPro is uploading more often to its main YouTube channel, now with more than 2.2 million subscribers.",intransitive,intransitive,causative,causative,inanimate,inanimate,agent,agent,GoPro,uploading,
But you co-own it with whatever platform you're uploading into.,intransitive,transitive,causative,causative,animate,animate,agent,agent,you,uploading,it
"Sadly, if you're uploading from iOS or Android, this limit is still applicable.",intransitive,intransitive,causative,causative,animate,animate,agent,agent,you,uploading,
"Want to stream 4K video, while someone else is using a data-hungry program that's uploading to the internet? Say no more.",intransitive,transitive,causative,causative,inanimate,inanimate,agent,agent,a data-hungry program,uploading,to the internet
Hopefully this photo is more clear - not sure why they're uploading blurry...,intransitive,intransitive,causative,causative,inanimate,animate,patient,agent,they,uploading,
"And at least initially, activities recorded with the Fitbit app on Wear watches will not upload to Google Fit.",intransitive,transitive,causative,causative,inanimate,inanimate,patient,agent,activities,upload,to Google Fit
It will not upload to comments if it is over that size.,intransitive,intransitive,causative,causative,inanimate,inanimate,patient,agent,It,upload,
"If you are trying to do a short sale in CA and you are not a Remax agent, the file will not upload to Equator.",intransitive,intransitive,causative,causative,inanimate,inanimate,patient,agent,the file,upload,
Elizabeth has been uploading one throwback bikini post a day since Jan.,transitive,transitive,causative,causative,animate,animate,agent,agent,Elizabeth,uploading,one throwback bikini post a day
"For about a year now, Herrod has been uploading videos about the pandemic and American politics.",transitive,transitive,causative,causative,animate,animate,agent,agent,Herrod,uploading,videos about the pandemic and American politics
Other opportunists have uploaded their own war forgeries to TikTok.,transitive,transitive,causative,causative,animate,animate,agent,agent,Other opportunists,uploaded,their own war forgeries
Sometimes people will upload a game before it's taken down after a year or so.,transitive,transitive,causative,causative,animate,animate,agent,agent,people,upload,a game
"However, it will upload each clip in its entirety.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,it,upload,each clip
Neil Patrick Harris is uploading himself to The Matrix 4.,transitive,transitive,causative,causative,animate,animate,agent,agent,Neil Patrick Harris,uploading,himself to The Matrix 4
The feature had installed itself automatically on the PS3.,transitive,intransitive,causative,anticausative,inanimate,inanimate,agent,patient,The feature,installed,itself
"That is, you'll be offered the Creators Update through Windows Update sometime after the release goes public, when you accept the offer, the update will download itself and get installed on your PC(s).",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,the update,download,itself
"The Health Security Agency said a total of 40 countries have uploaded 8,040 BA.2 sequences since Nov.",transitive,transitive,causative,causative,inanimate,animate,agent,agent,40 countries,uploaded,"8,040 BA.2 sequences"
"Other countries that have uploaded more than 100 samples are India (530), Sweden (181), and Singapore (127), the agency said.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,Other countries,uploaded,more than 100 samples
"Since mid-November, more than three dozen countries have uploaded nearly 15,000 genetic sequences of BA.2 to GISAID, a global platform for sharing coronavirus data.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,more than three dozen countries,uploaded,"nearly 15,000 genetic sequences of BA.2"
"As per data, between January 1 and 24, a total of 1,98,000 people have uploaded their test results of whom 4,397 are positive.",transitive,transitive,causative,causative,animate,animate,agent,agent,"1,98,000 people",uploaded,their test results
"The seller also claims that this is the "" one and only working Larrabee prototype in the world, "" and they appear to have uploaded a YouTube video showing the GPU installed in a desktop and running on Windows.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,uploaded,a YouTube video
"Many of her followers highlight her biracial background admiringly, calling her a "" biracial beauty, "" while others have uploaded tutorials on how to wear makeup to look more like Gu, with "" biracial vibes.",transitive,transitive,causative,causative,animate,animate,agent,agent,others,uploaded,tutorials
"This meeting includes the landlord, the tenant and a court-trained mediator who makes sure both parties have uploaded the proper paperwork, and sees if they can work out a deal.",transitive,transitive,causative,causative,animate,animate,agent,agent,both parties,uploaded,the proper paperwork
"According to Spotify, there are over 8 million artists on its platform, of which about 2.6 million have uploaded at least ten songs.",transitive,transitive,causative,causative,animate,animate,agent,agent,2.6 million,uploaded,at least ten songs
"At the same time, Blizzard boss Mike Ybarra emailed staff saying they'll continue to require vaccination for at least the next few months and that about 80% of their employees in Irvine, Austin, and Albany have uploaded proof of vaccination.",transitive,transitive,causative,causative,animate,animate,agent,agent,"their employees in Irvine, Austin, and Albany",uploaded,proof of vaccination
"What they do seem to know is that doctors have uploaded almost 15,000 genetic sequences of BA.2 to a global COVID database shared by researchers around the world.",transitive,transitive,causative,causative,animate,animate,agent,agent,doctors,uploaded,"almost 15,000 genetic sequences of BA.2"
Bristle will upload your test results to your online account.,transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,Bristle,upload,your test results
That's when the Webb team will upload observations of galaxy mergers to a website for her and her colleagues to access.,transitive,transitive,causative,causative,animate,animate,agent,agent,the Webb team,upload,observations of galaxy mergers
"Typically, Nucleus users will upload their own genetic results previously obtained by an at-home testing company like 23andMe or Ancestry.",transitive,transitive,causative,causative,animate,animate,agent,agent,Nucleus users,upload,their own genetic results
Sometimes people will upload a game before it's taken down after a year or so.,transitive,transitive,causative,causative,animate,animate,agent,agent,people,upload,a game
"A lot of underground acts have these online haters, and they just will upload random songs and tag the artist, "" he says.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,upload,random songs
"His bio stated he'd been uploading music since he was 11 and said he had "" net worth "" that was "" estimated at $100 thousand.",transitive,transitive,causative,causative,animate,animate,agent,agent,His bio,uploading,music
They also claim they have the GTA VI source code and will upload it.,transitive,transitive,causative,causative,animate,animate,agent,agent,They,upload,it
"They will upload a video, and two hours later they are swapping thumbnails.",transitive,transitive,causative,causative,animate,animate,agent,agent,They,upload,a video
"After collecting the data, volunteers will upload it to BioBase, which will generate a multilayered map.",transitive,transitive,causative,causative,animate,animate,agent,agent,volunteers,upload,it
"And the way it works is that they will upload a hash to a common database, so basically a digital fingerprint, of that video that then platforms can run any uploads to their platform against.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,upload,a hash
I will upload more footage from these walks on my YouTube channel.,transitive,transitive,causative,causative,animate,animate,agent,agent,I,upload,more footage from these walks
The rapper had been uploading videos to TikTok since the end of last year.,transitive,transitive,causative,causative,animate,animate,agent,agent,The rapper,uploading,videos
He's been uploading videos so students can stay caught up despite quarantine.,transitive,transitive,causative,causative,animate,animate,agent,agent,He,uploading,videos
"Once you've been uploading content regularly, you'll start to notice the trend on how each post performs.",transitive,transitive,causative,causative,animate,animate,agent,agent,you,uploading,content
The cast members have also been uploading photos onto social media.,transitive,transitive,causative,causative,animate,animate,agent,agent,The cast members,uploading,photos
The parody videos that' Squid Game' viewers have been uploading are so fun.,transitive,transitive,causative,causative,animate,animate,agent,agent,'Squid Game' viewers,uploading,parody videos
Some even think we will eventually upload ourselves into silicon brains or virtual worlds and escape our carbon bodies altogether.,transitive,transitive,causative,causative,animate,animate,agent,agent,we,upload,ourselves into silicon brains or virtual worlds
